especie,ultimo,variacion,anterior,apertura,minimo,maximo,varMTD,varYTD,var6M,var12M,fecha,hora,cierre,timestamp,volumen
DOLAR CCL,6.8494,,,6.8494,6.8494,6.8494,,,,,2012-07-27,,6.8494,1343358000,0
DOLAR CCL,6.77647,,,6.77647,6.77647,6.77647,,,,,2012-07-30,,6.77647,1343617200,0
DOLAR CCL,6.71454,,,6.71454,6.71454,6.71454,,,,,2012-07-31,,6.71454,1343703600,0
DOLAR CCL,6.71453,,,6.71453,6.71453,6.71453,,,,,2012-08-01,,6.71453,1343790000,0
DOLAR CCL,6.72303,,,6.72303,6.72303,6.72303,,,,,2012-08-02,,6.72303,1343876400,0
DOLAR CCL,6.65521,,,6.65521,6.65521,6.65521,,,,,2012-08-03,,6.65521,1343962800,0
DOLAR CCL,6.59297,,,6.59297,6.59297,6.59297,,,,,2012-08-06,,6.59297,1344222000,0
DOLAR CCL,6.66286,,,6.66286,6.66286,6.66286,,,,,2012-08-07,,6.66286,1344308400,0
DOLAR CCL,6.47191,,,6.47191,6.47191,6.47191,,,,,2012-08-08,,6.47191,1344394800,0
DOLAR CCL,6.15301,,,6.15301,6.15301,6.15301,,,,,2012-08-09,,6.15301,1344481200,0
DOLAR CCL,6.17033,,,6.17033,6.17033,6.17033,,,,,2012-08-10,,6.17033,1344567600,0
DOLAR CCL,6.28729,,,6.28729,6.28729,6.28729,,,,,2012-08-13,,6.28729,1344826800,0
DOLAR CCL,6.38674,,,6.38674,6.38674,6.38674,,,,,2012-08-14,,6.38674,1344913200,0
DOLAR CCL,6.47645,,,6.47645,6.47645,6.47645,,,,,2012-08-16,,6.47645,1345086000,0
DOLAR CCL,6.48859,,,6.48859,6.48859,6.48859,,,,,2012-08-17,,6.48859,1345172400,0
DOLAR CCL,6.45414,,,6.45414,6.45414,6.45414,,,,,2012-08-22,,6.45414,1345604400,0
DOLAR CCL,6.46993,,,6.46993,6.46993,6.46993,,,,,2012-08-23,,6.46993,1345690800,0
DOLAR CCL,6.50847,,,6.50847,6.50847,6.50847,,,,,2012-08-24,,6.50847,1345777200,0
DOLAR CCL,6.4809,,,6.4809,6.4809,6.4809,,,,,2012-08-27,,6.4809,1346036400,0
DOLAR CCL,6.45634,,,6.45634,6.45634,6.45634,,,,,2012-08-28,,6.45634,1346122800,0
DOLAR CCL,6.43343,,,6.43343,6.43343,6.43343,,,,,2012-08-29,,6.43343,1346209200,0
DOLAR CCL,6.488,,,6.488,6.488,6.488,,,,,2012-08-30,,6.488,1346295600,0
DOLAR CCL,6.47727,,,6.47727,6.47727,6.47727,,,,,2012-08-31,,6.47727,1346382000,0
DOLAR CCL,6.49432,,,6.49432,6.49432,6.49432,,,,,2012-09-03,,6.49432,1346641200,0
DOLAR CCL,6.57143,,,6.57143,6.57143,6.57143,,,,,2012-09-04,,6.57143,1346727600,0
DOLAR CCL,6.52027,,,6.52027,6.52027,6.52027,,,,,2012-09-05,,6.52027,1346814000,0
DOLAR CCL,6.46667,,,6.46667,6.46667,6.46667,,,,,2012-09-06,,6.46667,1346900400,0
DOLAR CCL,6.46896,,,6.46896,6.46896,6.46896,,,,,2012-09-07,,6.46896,1346986800,0
DOLAR CCL,6.44983,,,6.44983,6.44983,6.44983,,,,,2012-09-10,,6.44983,1347246000,0
DOLAR CCL,6.43753,,,6.43753,6.43753,6.43753,,,,,2012-09-11,,6.43753,1347332400,0
DOLAR CCL,6.46674,,,6.46674,6.46674,6.46674,,,,,2012-09-12,,6.46674,1347418800,0
DOLAR CCL,6.44397,,,6.44397,6.44397,6.44397,,,,,2012-09-13,,6.44397,1347505200,0
DOLAR CCL,6.37234,,,6.37234,6.37234,6.37234,,,,,2012-09-14,,6.37234,1347591600,0
DOLAR CCL,6.34817,,,6.34817,6.34817,6.34817,,,,,2012-09-17,,6.34817,1347850800,0
DOLAR CCL,6.32395,,,6.32395,6.32395,6.32395,,,,,2012-09-18,,6.32395,1347937200,0
DOLAR CCL,6.35356,,,6.35356,6.35356,6.35356,,,,,2012-09-20,,6.35356,1348110000,0
DOLAR CCL,6.32604,,,6.32604,6.32604,6.32604,,,,,2012-09-21,,6.32604,1348196400,0
DOLAR CCL,6.31135,,,6.31135,6.31135,6.31135,,,,,2012-09-25,,6.31135,1348542000,0
DOLAR CCL,6.29147,,,6.29147,6.29147,6.29147,,,,,2012-09-27,,6.29147,1348714800,0
DOLAR CCL,6.30546,,,6.30546,6.30546,6.30546,,,,,2012-09-28,,6.30546,1348801200,0
DOLAR CCL,6.25405,,,6.25405,6.25405,6.25405,,,,,2012-10-01,,6.25405,1349060400,0
DOLAR CCL,6.26757,,,6.26757,6.26757,6.26757,,,,,2012-10-02,,6.26757,1349146800,0
DOLAR CCL,6.29919,,,6.29919,6.29919,6.29919,,,,,2012-10-03,,6.29919,1349233200,0
DOLAR CCL,6.29015,,,6.29015,6.29015,6.29015,,,,,2012-10-04,,6.29015,1349319600,0
DOLAR CCL,6.2766,,,6.2766,6.2766,6.2766,,,,,2012-10-05,,6.2766,1349406000,0
DOLAR CCL,6.33889,,,6.33889,6.33889,6.33889,,,,,2012-10-10,,6.33889,1349838000,0
DOLAR CCL,6.35556,,,6.35556,6.35556,6.35556,,,,,2012-10-11,,6.35556,1349924400,0
DOLAR CCL,6.31768,,,6.31768,6.31768,6.31768,,,,,2012-10-12,,6.31768,1350010800,0
DOLAR CCL,6.34362,,,6.34362,6.34362,6.34362,,,,,2012-10-15,,6.34362,1350270000,0
DOLAR CCL,6.29973,,,6.29973,6.29973,6.29973,,,,,2012-10-16,,6.29973,1350356400,0
DOLAR CCL,6.39665,,,6.39665,6.39665,6.39665,,,,,2012-10-17,,6.39665,1350442800,0
DOLAR CCL,6.40223,,,6.40223,6.40223,6.40223,,,,,2012-10-18,,6.40223,1350529200,0
DOLAR CCL,6.39106,,,6.39106,6.39106,6.39106,,,,,2012-10-19,,6.39106,1350615600,0
DOLAR CCL,6.41383,,,6.41383,6.41383,6.41383,,,,,2012-10-22,,6.41383,1350874800,0
DOLAR CCL,6.4162,,,6.4162,6.4162,6.4162,,,,,2012-10-23,,6.4162,1350961200,0
DOLAR CCL,6.39444,,,6.39444,6.39444,6.39444,,,,,2012-10-24,,6.39444,1351047600,0
DOLAR CCL,6.39401,,,6.39401,6.39401,6.39401,,,,,2012-10-25,,6.39401,1351134000,0
DOLAR CCL,6.5731,,,6.5731,6.5731,6.5731,,,,,2012-10-26,,6.5731,1351220400,0
DOLAR CCL,6.55294,,,6.55294,6.55294,6.55294,,,,,2012-10-29,,6.55294,1351479600,0
DOLAR CCL,6.51105,,,6.51105,6.51105,6.51105,,,,,2012-10-30,,6.51105,1351566000,0
DOLAR CCL,6.6209,,,6.6209,6.6209,6.6209,,,,,2012-10-31,,6.6209,1351652400,0
DOLAR CCL,6.66667,,,6.66667,6.66667,6.66667,,,,,2012-11-01,,6.66667,1351738800,0
DOLAR CCL,6.80655,,,6.80655,6.80655,6.80655,,,,,2012-11-02,,6.80655,1351825200,0
DOLAR CCL,6.84431,,,6.84431,6.84431,6.84431,,,,,2012-11-05,,6.84431,1352084400,0
DOLAR CCL,6.88988,,,6.88988,6.88988,6.88988,,,,,2012-11-07,,6.88988,1352257200,0
DOLAR CCL,6.86228,,,6.86228,6.86228,6.86228,,,,,2012-11-08,,6.86228,1352343600,0
DOLAR CCL,6.80299,,,6.80299,6.80299,6.80299,,,,,2012-11-09,,6.80299,1352430000,0
DOLAR CCL,6.85455,,,6.85455,6.85455,6.85455,,,,,2012-11-12,,6.85455,1352689200,0
DOLAR CCL,7.00938,,,7.00938,7.00938,7.00938,,,,,2012-11-13,,7.00938,1352775600,0
DOLAR CCL,7.01384,,,7.01384,7.01384,7.01384,,,,,2012-11-15,,7.01384,1352948400,0
DOLAR CCL,6.9625,,,6.9625,6.9625,6.9625,,,,,2012-11-16,,6.9625,1353034800,0
DOLAR CCL,6.75,,,6.75,6.75,6.75,,,,,2012-11-19,,6.75,1353294000,0
DOLAR CCL,6.80597,,,6.80597,6.80597,6.80597,,,,,2012-11-20,,6.80597,1353380400,0
DOLAR CCL,6.8125,,,6.8125,6.8125,6.8125,,,,,2012-11-21,,6.8125,1353466800,0
DOLAR CCL,6.93082,,,6.93082,6.93082,6.93082,,,,,2012-11-23,,6.93082,1353639600,0
DOLAR CCL,6.93325,,,6.93325,6.93325,6.93325,,,,,2012-11-27,,6.93325,1353985200,0
DOLAR CCL,6.85732,,,6.85732,6.85732,6.85732,,,,,2012-11-28,,6.85732,1354071600,0
DOLAR CCL,6.74118,,,6.74118,6.74118,6.74118,,,,,2012-11-29,,6.74118,1354158000,0
DOLAR CCL,6.75,,,6.75,6.75,6.75,,,,,2012-11-30,,6.75,1354244400,0
DOLAR CCL,6.83402,,,6.83402,6.83402,6.83402,,,,,2012-12-03,,6.83402,1354503600,0
DOLAR CCL,6.80814,,,6.80814,6.80814,6.80814,,,,,2012-12-04,,6.80814,1354590000,0
DOLAR CCL,6.75505,,,6.75505,6.75505,6.75505,,,,,2012-12-05,,6.75505,1354676400,0
DOLAR CCL,6.66571,,,6.66571,6.66571,6.66571,,,,,2012-12-06,,6.66571,1354762800,0
DOLAR CCL,6.70224,,,6.70224,6.70224,6.70224,,,,,2012-12-07,,6.70224,1354849200,0
DOLAR CCL,6.61781,,,6.61781,6.61781,6.61781,,,,,2012-12-10,,6.61781,1355108400,0
DOLAR CCL,6.54167,,,6.54167,6.54167,6.54167,,,,,2012-12-11,,6.54167,1355194800,0
DOLAR CCL,6.52234,,,6.52234,6.52234,6.52234,,,,,2012-12-12,,6.52234,1355281200,0
DOLAR CCL,6.56906,,,6.56906,6.56906,6.56906,,,,,2012-12-13,,6.56906,1355367600,0
DOLAR CCL,6.64088,,,6.64088,6.64088,6.64088,,,,,2012-12-17,,6.64088,1355713200,0
DOLAR CCL,6.55135,,,6.55135,6.55135,6.55135,,,,,2012-12-18,,6.55135,1355799600,0
DOLAR CCL,6.4127,,,6.4127,6.4127,6.4127,,,,,2012-12-19,,6.4127,1355886000,0
DOLAR CCL,6.47713,,,6.47713,6.47713,6.47713,,,,,2012-12-20,,6.47713,1355972400,0
DOLAR CCL,6.63043,,,6.63043,6.63043,6.63043,,,,,2012-12-21,,6.63043,1356058800,0
DOLAR CCL,6.61789,,,6.61789,6.61789,6.61789,,,,,2012-12-26,,6.61789,1356490800,0
DOLAR CCL,6.66667,,,6.66667,6.66667,6.66667,,,,,2012-12-27,,6.66667,1356577200,0
DOLAR CCL,6.54787,,,6.54787,6.54787,6.54787,,,,,2012-12-28,,6.54787,1356663600,0
DOLAR CCL,6.66021,,,6.66021,6.66021,6.66021,,,,,2013-01-02,,6.66021,1357095600,0
DOLAR CCL,6.8027,,,6.8027,6.8027,6.8027,,,,,2013-01-03,,6.8027,1357182000,0
DOLAR CCL,6.77929,,,6.77929,6.77929,6.77929,,,,,2013-01-04,,6.77929,1357268400,0
DOLAR CCL,6.8895,,,6.8895,6.8895,6.8895,,,,,2013-01-07,,6.8895,1357527600,0
DOLAR CCL,6.991,,,6.991,6.991,6.991,,,,,2013-01-08,,6.991,1357614000,0
DOLAR CCL,7.02247,,,7.02247,7.02247,7.02247,,,,,2013-01-09,,7.02247,1357700400,0
DOLAR CCL,7.08989,,,7.08989,7.08989,7.08989,,,,,2013-01-10,,7.08989,1357786800,0
DOLAR CCL,7.18114,,,7.18114,7.18114,7.18114,,,,,2013-01-11,,7.18114,1357873200,0
DOLAR CCL,7.15256,,,7.15256,7.15256,7.15256,,,,,2013-01-14,,7.15256,1358132400,0
DOLAR CCL,7.20112,,,7.20112,7.20112,7.20112,,,,,2013-01-15,,7.20112,1358218800,0
DOLAR CCL,7.29272,,,7.29272,7.29272,7.29272,,,,,2013-01-16,,7.29272,1358305200,0
DOLAR CCL,7.2933,,,7.2933,7.2933,7.2933,,,,,2013-01-17,,7.2933,1358391600,0
DOLAR CCL,7.33146,,,7.33146,7.33146,7.33146,,,,,2013-01-18,,7.33146,1358478000,0
DOLAR CCL,7.34831,,,7.34831,7.34831,7.34831,,,,,2013-01-21,,7.34831,1358737200,0
DOLAR CCL,7.48262,,,7.48262,7.48262,7.48262,,,,,2013-01-22,,7.48262,1358823600,0
DOLAR CCL,7.45892,,,7.45892,7.45892,7.45892,,,,,2013-01-23,,7.45892,1358910000,0
DOLAR CCL,7.52278,,,7.52278,7.52278,7.52278,,,,,2013-01-24,,7.52278,1358996400,0
DOLAR CCL,7.59195,,,7.59195,7.59195,7.59195,,,,,2013-01-25,,7.59195,1359082800,0
DOLAR CCL,7.68391,,,7.68391,7.68391,7.68391,,,,,2013-01-28,,7.68391,1359342000,0
DOLAR CCL,7.61364,,,7.61364,7.61364,7.61364,,,,,2013-01-29,,7.61364,1359428400,0
DOLAR CCL,7.71023,,,7.71023,7.71023,7.71023,,,,,2013-01-30,,7.71023,1359514800,0
DOLAR CCL,7.80114,,,7.80114,7.80114,7.80114,,,,,2013-02-01,,7.80114,1359687600,0
DOLAR CCL,7.83,,,7.83,7.83,7.83,,,,,2013-02-04,,7.83,1359946800,0
DOLAR CCL,7.72831,,,7.72831,7.72831,7.72831,,,,,2013-02-05,,7.72831,1360033200,0
DOLAR CCL,7.71347,,,7.71347,7.71347,7.71347,,,,,2013-02-06,,7.71347,1360119600,0
DOLAR CCL,7.77143,,,7.77143,7.77143,7.77143,,,,,2013-02-07,,7.77143,1360206000,0
DOLAR CCL,7.713,,,7.713,7.713,7.713,,,,,2013-02-08,,7.713,1360292400,0
DOLAR CCL,7.77528,,,7.77528,7.77528,7.77528,,,,,2013-02-13,,7.77528,1360724400,0
DOLAR CCL,7.67333,,,7.67333,7.67333,7.67333,,,,,2013-02-14,,7.67333,1360810800,0
DOLAR CCL,7.73109,,,7.73109,7.73109,7.73109,,,,,2013-02-15,,7.73109,1360897200,0
DOLAR CCL,7.6838,,,7.6838,7.6838,7.6838,,,,,2013-02-19,,7.6838,1361242800,0
DOLAR CCL,7.74432,,,7.74432,7.74432,7.74432,,,,,2013-02-21,,7.74432,1361415600,0
DOLAR CCL,7.78409,,,7.78409,7.78409,7.78409,,,,,2013-02-22,,7.78409,1361502000,0
DOLAR CCL,7.82212,,,7.82212,7.82212,7.82212,,,,,2013-02-25,,7.82212,1361761200,0
DOLAR CCL,7.79661,,,7.79661,7.79661,7.79661,,,,,2013-02-26,,7.79661,1361847600,0
DOLAR CCL,7.82,,,7.82,7.82,7.82,,,,,2013-02-27,,7.82,1361934000,0
DOLAR CCL,8.0177,,,8.0177,8.0177,8.0177,,,,,2013-02-28,,8.0177,1362020400,0
DOLAR CCL,8.02035,,,8.02035,8.02035,8.02035,,,,,2013-03-01,,8.02035,1362106800,0
DOLAR CCL,7.98,,,7.98,7.98,7.98,,,,,2013-03-04,,7.98,1362366000,0
DOLAR CCL,8.0057,,,8.0057,8.0057,8.0057,,,,,2013-03-05,,8.0057,1362452400,0
DOLAR CCL,8.01578,,,8.01578,8.01578,8.01578,,,,,2013-03-06,,8.01578,1362538800,0
DOLAR CCL,8.18362,,,8.18362,8.18362,8.18362,,,,,2013-03-07,,8.18362,1362625200,0
DOLAR CCL,8.24241,,,8.24241,8.24241,8.24241,,,,,2013-03-08,,8.24241,1362711600,0
DOLAR CCL,8.27933,,,8.27933,8.27933,8.27933,,,,,2013-03-11,,8.27933,1362970800,0
DOLAR CCL,8.32402,,,8.32402,8.32402,8.32402,,,,,2013-03-12,,8.32402,1363057200,0
DOLAR CCL,8.37778,,,8.37778,8.37778,8.37778,,,,,2013-03-13,,8.37778,1363143600,0
DOLAR CCL,8.46927,,,8.46927,8.46927,8.46927,,,,,2013-03-14,,8.46927,1363230000,0
DOLAR CCL,8.4234,,,8.4234,8.4234,8.4234,,,,,2013-03-15,,8.4234,1363316400,0
DOLAR CCL,8.30084,,,8.30084,8.30084,8.30084,,,,,2013-03-18,,8.30084,1363575600,0
DOLAR CCL,8.32667,,,8.32667,8.32667,8.32667,,,,,2013-03-19,,8.32667,1363662000,0
DOLAR CCL,8.46667,,,8.46667,8.46667,8.46667,,,,,2013-03-20,,8.46667,1363748400,0
DOLAR CCL,8.45251,,,8.45251,8.45251,8.45251,,,,,2013-03-21,,8.45251,1363834800,0
DOLAR CCL,8.14286,,,8.14286,8.14286,8.14286,,,,,2013-03-22,,8.14286,1363921200,0
DOLAR CCL,8.2907,,,8.2907,8.2907,8.2907,,,,,2013-03-25,,8.2907,1364180400,0
DOLAR CCL,8.38081,,,8.38081,8.38081,8.38081,,,,,2013-03-26,,8.38081,1364266800,0
DOLAR CCL,8.41521,,,8.41521,8.41521,8.41521,,,,,2013-03-27,,8.41521,1364353200,0
DOLAR CCL,8.392,,,8.392,8.392,8.392,,,,,2013-04-03,,8.392,1364958000,0
DOLAR CCL,8.30337,,,8.30337,8.30337,8.30337,,,,,2013-04-04,,8.30337,1365044400,0
DOLAR CCL,8.47285,,,8.47285,8.47285,8.47285,,,,,2013-04-05,,8.47285,1365130800,0
DOLAR CCL,8.37722,,,8.37722,8.37722,8.37722,,,,,2013-04-08,,8.37722,1365390000,0
DOLAR CCL,8.38889,,,8.38889,8.38889,8.38889,,,,,2013-04-09,,8.38889,1365476400,0
DOLAR CCL,8.42222,,,8.42222,8.42222,8.42222,,,,,2013-04-10,,8.42222,1365562800,0
DOLAR CCL,8.5762,,,8.5762,8.5762,8.5762,,,,,2013-04-11,,8.5762,1365649200,0
DOLAR CCL,8.61625,,,8.61625,8.61625,8.61625,,,,,2013-04-12,,8.61625,1365735600,0
DOLAR CCL,8.78992,,,8.78992,8.78992,8.78992,,,,,2013-04-15,,8.78992,1365994800,0
DOLAR CCL,8.98295,,,8.98295,8.98295,8.98295,,,,,2013-04-16,,8.98295,1366081200,0
DOLAR CCL,9.0226,,,9.0226,9.0226,9.0226,,,,,2013-04-17,,9.0226,1366167600,0
DOLAR CCL,9.02985,,,9.02985,9.02985,9.02985,,,,,2013-04-18,,9.02985,1366254000,0
DOLAR CCL,8.98563,,,8.98563,8.98563,8.98563,,,,,2013-04-19,,8.98563,1366340400,0
DOLAR CCL,8.94857,,,8.94857,8.94857,8.94857,,,,,2013-04-22,,8.94857,1366599600,0
DOLAR CCL,8.90909,,,8.90909,8.90909,8.90909,,,,,2013-04-23,,8.90909,1366686000,0
DOLAR CCL,8.83807,,,8.83807,8.83807,8.83807,,,,,2013-04-24,,8.83807,1366772400,0
DOLAR CCL,8.95455,,,8.95455,8.95455,8.95455,,,,,2013-04-25,,8.95455,1366858800,0
DOLAR CCL,9.12821,,,9.12821,9.12821,9.12821,,,,,2013-04-26,,9.12821,1366945200,0
DOLAR CCL,9.16467,,,9.16467,9.16467,9.16467,,,,,2013-04-29,,9.16467,1367204400,0
DOLAR CCL,9.18244,,,9.18244,9.18244,9.18244,,,,,2013-04-30,,9.18244,1367290800,0
DOLAR CCL,9.24183,,,9.24183,9.24183,9.24183,,,,,2013-05-02,,9.24183,1367463600,0
DOLAR CCL,9.38244,,,9.38244,9.38244,9.38244,,,,,2013-05-03,,9.38244,1367550000,0
DOLAR CCL,9.46449,,,9.46449,9.46449,9.46449,,,,,2013-05-06,,9.46449,1367809200,0
DOLAR CCL,9.46286,,,9.46286,9.46286,9.46286,,,,,2013-05-07,,9.46286,1367895600,0
DOLAR CCL,9.51429,,,9.51429,9.51429,9.51429,,,,,2013-05-08,,9.51429,1367982000,0
DOLAR CCL,9.22063,,,9.22063,9.22063,9.22063,,,,,2013-05-09,,9.22063,1368068400,0
DOLAR CCL,9,,,9,9,9,,,,,2013-05-10,,9,1368154800,0
DOLAR CCL,8.73757,,,8.73757,8.73757,8.73757,,,,,2013-05-13,,8.73757,1368414000,0
DOLAR CCL,8.55172,,,8.55172,8.55172,8.55172,,,,,2013-05-14,,8.55172,1368500400,0
DOLAR CCL,8.95455,,,8.95455,8.95455,8.95455,,,,,2013-05-15,,8.95455,1368586800,0
DOLAR CCL,8.98978,,,8.98978,8.98978,8.98978,,,,,2013-05-16,,8.98978,1368673200,0
DOLAR CCL,8.8914,,,8.8914,8.8914,8.8914,,,,,2013-05-17,,8.8914,1368759600,0
DOLAR CCL,8.82386,,,8.82386,8.82386,8.82386,,,,,2013-05-20,,8.82386,1369018800,0
DOLAR CCL,8.61678,,,8.61678,8.61678,8.61678,,,,,2013-05-21,,8.61678,1369105200,0
DOLAR CCL,8.47025,,,8.47025,8.47025,8.47025,,,,,2013-05-22,,8.47025,1369191600,0
DOLAR CCL,8.57835,,,8.57835,8.57835,8.57835,,,,,2013-05-23,,8.57835,1369278000,0
DOLAR CCL,8.4375,,,8.4375,8.4375,8.4375,,,,,2013-05-24,,8.4375,1369364400,0
DOLAR CCL,8.49143,,,8.49143,8.49143,8.49143,,,,,2013-05-27,,8.49143,1369623600,0
DOLAR CCL,8.33144,,,8.33144,8.33144,8.33144,,,,,2013-05-28,,8.33144,1369710000,0
DOLAR CCL,8.37714,,,8.37714,8.37714,8.37714,,,,,2013-05-29,,8.37714,1369796400,0
DOLAR CCL,8.44602,,,8.44602,8.44602,8.44602,,,,,2013-05-30,,8.44602,1369882800,0
DOLAR CCL,8.46211,,,8.46211,8.46211,8.46211,,,,,2013-05-31,,8.46211,1369969200,0
DOLAR CCL,8.45776,,,8.45776,8.45776,8.45776,,,,,2013-06-03,,8.45776,1370228400,0
DOLAR CCL,8.30393,,,8.30393,8.30393,8.30393,,,,,2013-06-04,,8.30393,1370314800,0
DOLAR CCL,8.35127,,,8.35127,8.35127,8.35127,,,,,2013-06-05,,8.35127,1370401200,0
DOLAR CCL,8.34467,,,8.34467,8.34467,8.34467,,,,,2013-06-06,,8.34467,1370487600,0
DOLAR CCL,8.34561,,,8.34561,8.34561,8.34561,,,,,2013-06-07,,8.34561,1370574000,0
DOLAR CCL,8.24378,,,8.24378,8.24378,8.24378,,,,,2013-06-10,,8.24378,1370833200,0
DOLAR CCL,8.24801,,,8.24801,8.24801,8.24801,,,,,2013-06-11,,8.24801,1370919600,0
DOLAR CCL,8.15385,,,8.15385,8.15385,8.15385,,,,,2013-06-12,,8.15385,1371006000,0
DOLAR CCL,8.04558,,,8.04558,8.04558,8.04558,,,,,2013-06-13,,8.04558,1371092400,0
DOLAR CCL,7.95568,,,7.95568,7.95568,7.95568,,,,,2013-06-14,,7.95568,1371178800,0
DOLAR CCL,7.92023,,,7.92023,7.92023,7.92023,,,,,2013-06-17,,7.92023,1371438000,0
DOLAR CCL,7.79429,,,7.79429,7.79429,7.79429,,,,,2013-06-18,,7.79429,1371524400,0
DOLAR CCL,7.88571,,,7.88571,7.88571,7.88571,,,,,2013-06-19,,7.88571,1371610800,0
DOLAR CCL,8.25,,,8.25,8.25,8.25,,,,,2013-06-24,,8.25,1372042800,0
DOLAR CCL,7.86364,,,7.86364,7.86364,7.86364,,,,,2013-06-25,,7.86364,1372129200,0
DOLAR CCL,7.81503,,,7.81503,7.81503,7.81503,,,,,2013-06-26,,7.81503,1372215600,0
DOLAR CCL,7.62722,,,7.62722,7.62722,7.62722,,,,,2013-06-27,,7.62722,1372302000,0
DOLAR CCL,7.76571,,,7.76571,7.76571,7.76571,,,,,2013-06-28,,7.76571,1372388400,0
DOLAR CCL,7.65909,,,7.65909,7.65909,7.65909,,,,,2013-07-01,,7.65909,1372647600,0
DOLAR CCL,7.56109,,,7.56109,7.56109,7.56109,,,,,2013-07-02,,7.56109,1372734000,0
DOLAR CCL,7.93103,,,7.93103,7.93103,7.93103,,,,,2013-07-03,,7.93103,1372820400,0
DOLAR CCL,7.88604,,,7.88604,7.88604,7.88604,,,,,2013-07-04,,7.88604,1372906800,0
DOLAR CCL,7.96581,,,7.96581,7.96581,7.96581,,,,,2013-07-05,,7.96581,1372993200,0
DOLAR CCL,8.03993,,,8.03993,8.03993,8.03993,,,,,2013-07-08,,8.03993,1373252400,0
DOLAR CCL,8.10119,,,8.10119,8.10119,8.10119,,,,,2013-07-10,,8.10119,1373425200,0
DOLAR CCL,8.2385,,,8.2385,8.2385,8.2385,,,,,2013-07-11,,8.2385,1373511600,0
DOLAR CCL,8.52286,,,8.52286,8.52286,8.52286,,,,,2013-07-12,,8.52286,1373598000,0
DOLAR CCL,8.33,,,8.33,8.33,8.33,,,,,2013-07-15,,8.33,1373857200,0
DOLAR CCL,8.48,,,8.48,8.48,8.48,,,,,2013-07-16,,8.48,1373943600,0
DOLAR CCL,8.54,,,8.54,8.54,8.54,,,,,2013-07-17,,8.54,1374030000,0
DOLAR CCL,8.55,,,8.55,8.55,8.55,,,,,2013-07-18,,8.55,1374116400,0
DOLAR CCL,8.27,,,8.27,8.27,8.27,,,,,2013-07-19,,8.27,1374202800,0
DOLAR CCL,8.32,,,8.32,8.32,8.32,,,,,2013-07-22,,8.32,1374462000,0
DOLAR CCL,8.31,,,8.31,8.31,8.31,,,,,2013-07-23,,8.31,1374548400,0
DOLAR CCL,8.31,,,8.31,8.31,8.31,,,,,2013-07-24,,8.31,1374634800,0
DOLAR CCL,8.35,,,8.35,8.35,8.35,,,,,2013-07-25,,8.35,1374721200,0
DOLAR CCL,8.32,,,8.32,8.32,8.32,,,,,2013-07-26,,8.32,1374807600,0
DOLAR CCL,8.3,,,8.3,8.3,8.3,,,,,2013-07-29,,8.3,1375066800,0
DOLAR CCL,8.32,,,8.32,8.32,8.32,,,,,2013-07-30,,8.32,1375153200,0
DOLAR CCL,8.53,,,8.53,8.53,8.53,,,,,2013-07-31,,8.53,1375239600,0
DOLAR CCL,8.23,,,8.23,8.23,8.23,,,,,2013-08-01,,8.23,1375326000,0
DOLAR CCL,8.23,,,8.23,8.23,8.23,,,,,2013-08-02,,8.23,1375412400,0
DOLAR CCL,8.3,,,8.3,8.3,8.3,,,,,2013-08-05,,8.3,1375671600,0
DOLAR CCL,8.3,,,8.3,8.3,8.3,,,,,2013-08-06,,8.3,1375758000,0
DOLAR CCL,8.32,,,8.32,8.32,8.32,,,,,2013-08-07,,8.32,1375844400,0
DOLAR CCL,8.56,,,8.56,8.56,8.56,,,,,2013-08-08,,8.56,1375930800,0
DOLAR CCL,8.55,,,8.55,8.55,8.55,,,,,2013-08-09,,8.55,1376017200,0
DOLAR CCL,8.5,,,8.5,8.5,8.5,,,,,2013-08-12,,8.5,1376276400,0
DOLAR CCL,8.57,,,8.57,8.57,8.57,,,,,2013-08-13,,8.57,1376362800,0
DOLAR CCL,8.57,,,8.57,8.57,8.57,,,,,2013-08-14,,8.57,1376449200,0
DOLAR CCL,8.5,,,8.5,8.5,8.5,,,,,2013-08-15,,8.5,1376535600,0
DOLAR CCL,8.5,,,8.5,8.5,8.5,,,,,2013-08-16,,8.5,1376622000,0
DOLAR CCL,8.5,,,8.5,8.5,8.5,,,,,2013-08-20,,8.5,1376967600,0
DOLAR CCL,8.54,,,8.54,8.54,8.54,,,,,2013-08-21,,8.54,1377054000,0
DOLAR CCL,8.55,,,8.55,8.55,8.55,,,,,2013-08-22,,8.55,1377140400,0
DOLAR CCL,8.51,,,8.51,8.51,8.51,,,,,2013-08-23,,8.51,1377226800,0
DOLAR CCL,8.55,,,8.55,8.55,8.55,,,,,2013-08-26,,8.55,1377486000,0
DOLAR CCL,8.57,,,8.57,8.57,8.57,,,,,2013-08-27,,8.57,1377572400,0
DOLAR CCL,8.74,,,8.74,8.74,8.74,,,,,2013-08-28,,8.74,1377658800,0
DOLAR CCL,8.75,,,8.75,8.75,8.75,,,,,2013-08-29,,8.75,1377745200,0
DOLAR CCL,8.55,,,8.55,8.55,8.55,,,,,2013-08-30,,8.55,1377831600,0
DOLAR CCL,8.7,,,8.7,8.7,8.7,,,,,2013-09-02,,8.7,1378090800,0
DOLAR CCL,8.82,,,8.82,8.82,8.82,,,,,2013-09-03,,8.82,1378177200,0
